t71	0	0
t72	1	1
t73	1	1
t74	0	0
t75	1	0
t76	1	1
t77	0	0
t78	1	1
t79	1	0
t8	1	1
t80	0	0
t81	0	0
t82	1	0
t83	1	0
t84	1	0
t85	1	0
t86	1	0
t87	0	0
t88	1	0
t89	1	1
t9	1	0
t90	0	0
t91	0	0
t92	1	0
t93	0	0
t94	1	0
t95	0	0
t96	0	0
t97	0	0
t98	1	0
t99	1	0
